:Interfaces
:$Location,$InstanceName,$InstanceTemplateIdentifier,$InterfacePath,$InterfaceIdentifier
Root\PC11\D11\Distilled,P1102,$MotorGP,,NullInterfaceRoleB
Root\GPL Process,MV1101,$MValveWithPosGP,Control,Dev1S2D
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,RSP
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,RStart
Root\GPL Process,MV1101,$MValveWithPosGP,Control\ExternalControl,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\ExternalControl,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel,PBLightSignal
Root\GPL Process,MV1101,$MValveWithPosGP,Control,ILCK
Root\GPL Process,MV1101,$MValveWithPosGP,Control,ILCKPos
Root\GPL Process,MV1101,$MValveWithPosGP,Control,OP
Root\GPL Process,MV1101,$MValveWithPosGP,Control,LOP
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,RStop
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,Name
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,Open
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,Closed
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,OpenLOP
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,CloseLOP
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,OpenSP
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,CloseSP
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,OpenPOS
Root\GPL Process,MV1101,$MValveWithPosGP,Control\MValve\Logic,ClosePOS
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Position,PVQ
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Position\Logic,ExtPVQ
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Position\Logic,Name
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Position\Logic,PVRanged
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Position\Logic,AINPUTStatus
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Position\Logic,AINPUTST
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Position\AnalogInput,IntVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Position\AnalogInput,AINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Position\AnalogInput,RealVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\OpenPosition,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\OpenPosition,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\ClosePosition,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\ClosePosition,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\ForwardRunning,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\ForwardRunning,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\ReverseRunning,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\ReverseRunning,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Fail,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Fail,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Open,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Open,DOUTPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Close,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Close,DOUTPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Failures\Group1,DisCond
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Failures\Group1,CondCH
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Failures\Group1,Name
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Interlock\Group1,DisCond
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Interlock\Group1,BypassCond
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Interlock\Group1,ILCKChain
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Interlock\Group1,PosChain
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Interlock\Group1,ILCK
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Interlock\Group1,Name
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\Logic,MValveLPName
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\LPMode,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\ZeroMode,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\CSMode,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\OffPB,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\OnPB,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\OpenPB,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\OpenPB,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\ClosePB,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\ClosePB,DINPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\PBLight,BoolVar
Root\GPL Process,MV1101,$MValveWithPosGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Maintenance\Valve,Name
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Maintenance\Valve,RunningHours
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Maintenance\Valve,OperationsNumber
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Maintenance\Motor,Name
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Maintenance\Motor,RunningHours
Root\GPL Process,MV1101,$MValveWithPosGP,Control\Maintenance\Motor,OperationsNumber
Root\GPL Process,MV1101,$MValveWithPosGP,,NullInterfaceRoleA
Root\GPL Process,MV1101,$MValveWithPosGP,,NullInterfaceRoleB
Root\GPL Process,MV1102,$MValveGP,Control,Dev1S2D
Root\GPL Process,MV1102,$MValveGP,Control\ExternalControl,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\ExternalControl,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel,PBLightSignal
Root\GPL Process,MV1102,$MValveGP,Control,ILCKClose
Root\GPL Process,MV1102,$MValveGP,Control,ILCKOpen
Root\GPL Process,MV1102,$MValveGP,Control,OP
Root\GPL Process,MV1102,$MValveGP,Control,LOP
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,RSPSEL
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,RSP
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,RStop
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,Name
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,Open
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,Closed
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,OpenLOP
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,CloseLOP
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,OpenSP
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,CloseSP
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,RunningReverse
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,RunningForward
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,OpenPOS
Root\GPL Process,MV1102,$MValveGP,Control\MValve\Logic,ClosePOS
Root\GPL Process,MV1102,$MValveGP,Control\OpenPosition,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\OpenPosition,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\ClosePosition,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\ClosePosition,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\ForwardRunning,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\ForwardRunning,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\ReverseRunning,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\ReverseRunning,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\Fail,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\Fail,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\Open,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\Open,DOUTPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\Close,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\Close,DOUTPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\Failures\Group1,DisCond
Root\GPL Process,MV1102,$MValveGP,Control\Failures\Group1,CondCH
Root\GPL Process,MV1102,$MValveGP,Control\Failures\Group1,Name
Root\GPL Process,MV1102,$MValveGP,Control\OpenInterlock\Group1,DisCond
Root\GPL Process,MV1102,$MValveGP,Control\OpenInterlock\Group1,BypassCond
Root\GPL Process,MV1102,$MValveGP,Control\OpenInterlock\Group1,ILCKChain
Root\GPL Process,MV1102,$MValveGP,Control\OpenInterlock\Group1,PosChain
Root\GPL Process,MV1102,$MValveGP,Control\OpenInterlock\Group1,ILCK
Root\GPL Process,MV1102,$MValveGP,Control\OpenInterlock\Group1,Name
Root\GPL Process,MV1102,$MValveGP,Control\CloseInterlock\Group1,DisCond
Root\GPL Process,MV1102,$MValveGP,Control\CloseInterlock\Group1,BypassCond
Root\GPL Process,MV1102,$MValveGP,Control\CloseInterlock\Group1,ILCKChain
Root\GPL Process,MV1102,$MValveGP,Control\CloseInterlock\Group1,PosChain
Root\GPL Process,MV1102,$MValveGP,Control\CloseInterlock\Group1,ILCK
Root\GPL Process,MV1102,$MValveGP,Control\CloseInterlock\Group1,Name
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\Logic,MValvedLPST
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\Logic,MValvedLPName
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\LPMode,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\CSMode,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\OffPB,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\OpenPB,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\OpenPB,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\ClosePB,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\ClosePB,DINPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\PBLight,BoolVar
Root\GPL Process,MV1102,$MValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\GPL Process,MV1102,$MValveGP,Control\Maintenance\Valve,Name
Root\GPL Process,MV1102,$MValveGP,Control\Maintenance\Valve,RunningHours
Root\GPL Process,MV1102,$MValveGP,Control\Maintenance\Valve,OperationsNumber
Root\GPL Process,MV1102,$MValveGP,Control\Maintenance\Motor,Name
Root\GPL Process,MV1102,$MValveGP,Control\Maintenance\Motor,RunningHours
Root\GPL Process,MV1102,$MValveGP,Control\Maintenance\Motor,OperationsNumber
Root\GPL Process,MV1102,$MValveGP,,NullInterfaceRoleA
Root\GPL Process,MV1102,$MValveGP,,NullInterfaceRoleB
Root\GPL Process,DV1001,$DualOPValveGP,Control\ExternalControl,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\ExternalControl,DINPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control,OpenILCK
Root\GPL Process,DV1001,$DualOPValveGP,Control,CloseILCK
Root\GPL Process,DV1001,$DualOPValveGP,Control,DEV1S1D
Root\GPL Process,DV1001,$DualOPValveGP,Control,OpenOP
Root\GPL Process,DV1001,$DualOPValveGP,Control,CloseOP
Root\GPL Process,DV1001,$DualOPValveGP,Control\DValve\Logic,RSP
Root\GPL Process,DV1001,$DualOPValveGP,Control\DValve\Logic,DevFail
Root\GPL Process,DV1001,$DualOPValveGP,Control\DValve\Logic,RStop
Root\GPL Process,DV1001,$DualOPValveGP,Control\DValve\Logic,Name
Root\GPL Process,DV1001,$DualOPValveGP,Control\OpenPosition,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\OpenPosition,DINPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\ClosePosition,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\ClosePosition,DINPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\Fail,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\Fail,DINPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\Open,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\Open,DOUTPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\Close,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\Close,DOUTPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\Failures,DisFirstCond
Root\GPL Process,DV1001,$DualOPValveGP,Control\Failures\Group1,DisCond
Root\GPL Process,DV1001,$DualOPValveGP,Control\Failures\Group1,CondCH
Root\GPL Process,DV1001,$DualOPValveGP,Control\Failures\Group1,Name
Root\GPL Process,DV1001,$DualOPValveGP,Control\OpenInterlock,DisFirstCond
Root\GPL Process,DV1001,$DualOPValveGP,Control\OpenInterlock\Group1,DisCond
Root\GPL Process,DV1001,$DualOPValveGP,Control\OpenInterlock\Group1,BypassCond
Root\GPL Process,DV1001,$DualOPValveGP,Control\OpenInterlock\Group1,ILCKChain
Root\GPL Process,DV1001,$DualOPValveGP,Control\OpenInterlock\Group1,PosChain
Root\GPL Process,DV1001,$DualOPValveGP,Control\OpenInterlock\Group1,ILCK
Root\GPL Process,DV1001,$DualOPValveGP,Control\OpenInterlock\Group1,Name
Root\GPL Process,DV1001,$DualOPValveGP,Control\CloseInterlock,DisFirstCond
Root\GPL Process,DV1001,$DualOPValveGP,Control\CloseInterlock\Group1,DisCond
Root\GPL Process,DV1001,$DualOPValveGP,Control\CloseInterlock\Group1,BypassCond
Root\GPL Process,DV1001,$DualOPValveGP,Control\CloseInterlock\Group1,ILCKChain
Root\GPL Process,DV1001,$DualOPValveGP,Control\CloseInterlock\Group1,PosChain
Root\GPL Process,DV1001,$DualOPValveGP,Control\CloseInterlock\Group1,ILCK
Root\GPL Process,DV1001,$DualOPValveGP,Control\CloseInterlock\Group1,Name
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\Logic,Name
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\Logic,ValveLPST
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\LPMode,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\CSMode,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\OFF,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\OFF,DINPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\ON,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\ON,DINPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\PBLight,BoolVar
Root\GPL Process,DV1001,$DualOPValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\GPL Process,DV1001,$DualOPValveGP,Control\Maintenance\Logic,Name
Root\GPL Process,DV1001,$DualOPValveGP,Control\Maintenance\Logic,RunningHours
Root\GPL Process,DV1001,$DualOPValveGP,Control\Maintenance\Logic,OperationsNumber
Root\GPL Process,DV1001,$DualOPValveGP,,NullInterfaceRoleA
Root\GPL Process,DV1001,$DualOPValveGP,,NullInterfaceRoleB
Root\GPL Process,RC1100,$RatioCtrlGP,Control\Logic,PV
Root\GPL Process,RC1100,$RatioCtrlGP,Control\Logic,PVTrack
Root\GPL Process,RC1100,$RatioCtrlGP,Control\Logic,RK
Root\GPL Process,RC1100,$RatioCtrlGP,Control\Logic,OP
Root\GPL Process,RC1100,$RatioCtrlGP,Control\Logic,OPRanged
Root\GPL Process,RC1100,$RatioCtrlGP,Control\Logic,Name
Root\GPL Process,RC1100,$RatioCtrlGP,,NullInterfaceRoleA
Root\GPL Process,RC1100,$RatioCtrlGP,,NullInterfaceRoleB
Root\GPL Process,Range,$RangeGP,,NullInterfaceRoleA
Root\GPL Process,Range,$RangeGP,,NullInterfaceRoleB
Root\GPL Process,Range,$RangeGP,Logic,AnalogRange
Root\GPL Process,SPReal,$SPRealGP,Control\Logic,$Real
Root\GPL Process,SPReal,$SPRealGP,,NullInterfaceRoleA
Root\GPL Process,SPReal,$SPRealGP,,NullInterfaceRoleB
Root\GPL Process,SPInt,$SPIntGP,Control\Logic,Int
Root\GPL Process,SPInt,$SPIntGP,,NullInterfaceRoleA
Root\GPL Process,SPInt,$SPIntGP,,NullInterfaceRoleB
Root\GPL Process,SPDuration,$SPDurationGP,Control\Logic,Time
Root\GPL Process,SPDuration,$SPDurationGP,,NullInterfaceRoleA
Root\GPL Process,SPDuration,$SPDurationGP,,NullInterfaceRoleB
Root\GPL Process,M1103,$Motor2DirGP,Control,ILCKFWD
Root\GPL Process,M1103,$Motor2DirGP,Control,ILCKREV
Root\GPL Process,M1103,$Motor2DirGP,Control,DEV1S2D
Root\GPL Process,M1103,$Motor2DirGP,Control,Motor2SP1
Root\GPL Process,M1103,$Motor2DirGP,Control,Motor2SP2
Root\GPL Process,M1103,$Motor2DirGP,Control,Motor2OP
Root\GPL Process,M1103,$Motor2DirGP,Control,Motor2LOP
Root\GPL Process,M1103,$Motor2DirGP,Control,Motor2OP1
Root\GPL Process,M1103,$Motor2DirGP,Control,Motor2OP2
Root\GPL Process,M1103,$Motor2DirGP,Control,Motor2LOP1
Root\GPL Process,M1103,$Motor2DirGP,Control,Motor2LOP2
Root\GPL Process,M1103,$Motor2DirGP,Control\Motor2\Logic,RSPSEL
Root\GPL Process,M1103,$Motor2DirGP,Control\Motor2\Logic,RSP
Root\GPL Process,M1103,$Motor2DirGP,Control\Motor2\Logic,Rstop
Root\GPL Process,M1103,$Motor2DirGP,Control\Motor2\Logic,Name
Root\GPL Process,M1103,$Motor2DirGP,Control\Motor2\Logic,S1Locked
Root\GPL Process,M1103,$Motor2DirGP,Control\Motor2\Logic,S2Locked
Root\GPL Process,M1103,$Motor2DirGP,Control\ForwardRunning,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\ForwardRunning,DINPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\ReverseRunning,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\ReverseRunning,DINPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\Fail,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\Fail,DINPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\ExternalControl,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\ExternalControl,DINPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\OP1,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\OP1,DOUTPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\OP2,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\OP2,DOUTPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\Failures\Group1,DisCond
Root\GPL Process,M1103,$Motor2DirGP,Control\Failures\Group1,CondCH
Root\GPL Process,M1103,$Motor2DirGP,Control\Failures\Group1,Name
Root\GPL Process,M1103,$Motor2DirGP,Control\ForwardInterlocks\Group1,DisCond
Root\GPL Process,M1103,$Motor2DirGP,Control\ForwardInterlocks\Group1,BypassCond
Root\GPL Process,M1103,$Motor2DirGP,Control\ForwardInterlocks\Group1,ILCKChain
Root\GPL Process,M1103,$Motor2DirGP,Control\ForwardInterlocks\Group1,PosChain
Root\GPL Process,M1103,$Motor2DirGP,Control\ForwardInterlocks\Group1,ILCK
Root\GPL Process,M1103,$Motor2DirGP,Control\ForwardInterlocks\Group1,Name
Root\GPL Process,M1103,$Motor2DirGP,Control\ReverseInterlocks\Group1,DisCond
Root\GPL Process,M1103,$Motor2DirGP,Control\ReverseInterlocks\Group1,BypassCond
Root\GPL Process,M1103,$Motor2DirGP,Control\ReverseInterlocks\Group1,ILCKChain
Root\GPL Process,M1103,$Motor2DirGP,Control\ReverseInterlocks\Group1,PosChain
Root\GPL Process,M1103,$Motor2DirGP,Control\ReverseInterlocks\Group1,ILCK
Root\GPL Process,M1103,$Motor2DirGP,Control\ReverseInterlocks\Group1,Name
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\Logic,MOTOR2LPName
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\LPMode,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\ZeroMode,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\CSMode,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\OFF,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\OFF,DINPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\ForwardS1,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\ForwardS1,DINPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\ReverseS2,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\ReverseS2,DINPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\PBLight,BoolVar
Root\GPL Process,M1103,$Motor2DirGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\GPL Process,M1103,$Motor2DirGP,Control\Maintenance\Logic,Name
Root\GPL Process,M1103,$Motor2DirGP,Control\Maintenance\Logic,RunningHours
Root\GPL Process,M1103,$Motor2DirGP,Control\Maintenance\Logic,OperationsNumber
Root\GPL Process,M1103,$Motor2DirGP,,NullInterfaceRoleA
Root\GPL Process,M1103,$Motor2DirGP,,NullInterfaceRoleB
Root\GPL Process,SPPulse,$SPBoolGP,Control\Logic,Bool
Root\GPL Process,SPPulse,$SPBoolGP,,NullInterfaceRoleA
Root\GPL Process,SPPulse,$SPBoolGP,,NullInterfaceRoleB
Root\GPL Process,SPLatch,$SPBoolGP,Control\Logic,Bool
Root\GPL Process,SPLatch,$SPBoolGP,,NullInterfaceRoleA
Root\GPL Process,SPLatch,$SPBoolGP,,NullInterfaceRoleB
Root\GPL Devices\VSD,ATV6xxE,$ATV6xxEGP,Control\Logic,EnableDevice
Root\GPL Devices\VSD,ATV6xxE,$ATV6xxEGP,Control\Logic,Dev1S1D
Root\GPL Devices\VSD,ATV6xxE,$ATV6xxEGP,Control\Logic,Dev1S2D
Root\GPL Devices\VSD,ATV6xxE,$ATV6xxEGP,Control\Logic,DevVarSpeed
Root\GPL Devices\VSD,ATV6xxE,$ATV6xxEGP,,NullInterfaceRoleA
Root\GPL Devices\VSD,ATV6xxE,$ATV6xxEGP,,NullInterfaceRoleB
Root\GPL Devices\VSD,ATV9xxE,$ATV9xxEGP,Control\Logic,EnableDevice
Root\GPL Devices\VSD,ATV9xxE,$ATV9xxEGP,Control\Logic,Dev1S1D
Root\GPL Devices\VSD,ATV9xxE,$ATV9xxEGP,Control\Logic,Dev1S2D
Root\GPL Devices\VSD,ATV9xxE,$ATV9xxEGP,Control\Logic,DevVarSpeed
Root\GPL Devices\VSD,ATV9xxE,$ATV9xxEGP,,NullInterfaceRoleA
Root\GPL Devices\VSD,ATV9xxE,$ATV9xxEGP,,NullInterfaceRoleB
Root\GPL Devices\VSD,MBPortM,$MBPortM,,NullInterfaceRoleA
Root\GPL Devices\VSD,MBPortM,$MBPortM,,NullInterfaceRoleB
Root\GPL Devices\VSD,MBPortM,$MBPortM,Control\Logic,ResetStatistics
Root\GPL Devices\VSD,MBPortM,$MBPortM,Control\Logic,MBPortAddIn
Root\GPL Devices\VSD,MBPortM,$MBPortM,Control\Logic,WorkMemoryMB
Root\GPL Devices\VSD,MBPortM,$MBPortM,Control\Logic,Fail
Root\GPL Devices\Motor Controllers,ATS22MB,$ATS22MBGP,Control\Logic,Run
Root\GPL Devices\Motor Controllers,ATS22MB,$ATS22MBGP,Control\Logic,ResetFail
Root\GPL Devices\Motor Controllers,ATS22MB,$ATS22MBGP,Control\Logic,StatisticSelector
Root\GPL Devices\Motor Controllers,ATS22MB,$ATS22MBGP,Control\Logic,Dev1S1D
Root\GPL Devices\Motor Controllers,ATS22MB,$ATS22MBGP,,NullInterfaceRoleA
Root\GPL Devices\Motor Controllers,ATS22MB,$ATS22MBGP,,NullInterfaceRoleB
Root\GPL Devices\Motor Controllers,ATS48MB,$ATS48MBGP,Control\Logic,Run
Root\GPL Devices\Motor Controllers,ATS48MB,$ATS48MBGP,Control\Logic,ResetFail
Root\GPL Devices\Motor Controllers,ATS48MB,$ATS48MBGP,Control\Logic,StatisticSelector
Root\GPL Devices\Motor Controllers,ATS48MB,$ATS48MBGP,Control\Logic,EnableDevice
Root\GPL Devices\Motor Controllers,ATS48MB,$ATS48MBGP,Control\Logic,Dev1S1D
Root\GPL Devices\Motor Controllers,ATS48MB,$ATS48MBGP,,NullInterfaceRoleA
